loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,revol_util,total_acc
21200,36,0.123500004,707.7,B,10+ years,RENT,75000.0,Fully Paid,debt_consolidation,15.84,1,0.588,26
8000,36,0.1408,273.74,C,2 years,RENT,40000.0,Fully Paid,debt_consolidation,31.41,1,0.472,20
6800,36,0.121199995,226.25,B,4 years,MORTGAGE,46000.0,Fully Paid,credit_card,22.38,0,0.65599996,26
8000,36,0.1091,261.57,B,10+ years,RENT,110000.0,Fully Paid,debt_consolidation,9.96,0,0.237,16
6000,36,0.1531,208.91,C,3 years,RENT,52000.0,Fully Paid,debt_consolidation,13.18,0,0.42099997,44
12000,36,0.119899996,398.52,B,8 years,MORTGAGE,98400.0,Fully Paid,credit_card,30.54,0,0.826,30
8000,36,0.1359,271.84,C,6 years,OWN,30000.0,Fully Paid,debt_consolidation,15.56,1,0.65900004,8
6100,36,0.121199995,202.96,B,5 years,MORTGAGE,51000.0,Fully Paid,credit_card,11.04,0,0.6,18
10000,36,0.088999994,317.54,A,3 years,MORTGAGE,38000.0,Fully Paid,debt_consolidation,10.75,0,0.29700002,20
4900,36,0.1757,176.1,D,< 1 year,RENT,37000.0,Fully Paid,debt_consolidation,8.92,0,0.625,5
7200,36,0.1042,233.75,B,2 years,RENT,40000.0,Fully Paid,medical,20.22,0,0.33200002,9
5600,36,0.0721,173.45,A,10+ years,MORTGAGE,33500.0,Fully Paid,debt_consolidation,18.1,0,0.188,10
10000,36,0.1409,342.22,B,2 years,RENT,70000.0,Charged Off,major_purchase,21.09,0,0.88199997,35
1600,36,0.0797,50.12,A,10+ years,MORTGAGE,74500.0,Fully Paid,vacation,27.13,0,0.144,21
5450,36,0.18059999,197.2,D,1 year,OWN,37000.0,Charged Off,debt_consolidation,32.99,1,0.59,10
26000,36,0.079,813.55,A,5 years,MORTGAGE,82000.0,Fully Paid,debt_consolidation,18.67,0,0.378,26
5000,36,0.119899996,166.05,B,10+ years,RENT,58000.0,Charged Off,debt_consolidation,20.9,0,0.59,13
12600,36,0.1262,422.25,C,1 year,RENT,90000.0,Fully Paid,debt_consolidation,10.56,0,0.29799998,27
13600,36,0.0999,438.77,B,5 years,RENT,57840.0,Fully Paid,debt_consolidation,13.9,0,0.819,15
16000,36,0.0735,496.6,A,10+ years,MORTGAGE,38000.0,Fully Paid,debt_consolidation,36.2,0,0.598,16
30000,60,0.119899996,667.19,B,10+ years,MORTGAGE,205000.0,Charged Off,debt_consolidation,9.1,1,0.061,29
5000,36,0.1599,175.77,D,3 years,RENT,45360.0,Fully Paid,debt_consolidation,16.75,1,0.268,51
1000,36,0.1709,35.7,D,10+ years,RENT,94000.0,Fully Paid,debt_consolidation,17.61,1,0.76699996,16
14125,36,0.060300004,429.91,A,6 years,RENT,36000.0,Fully Paid,debt_consolidation,3.57,0,0.055,16
12000,60,0.1699,298.17,D,< 1 year,MORTGAGE,65000.0,Fully Paid,home_improvement,11.96,0,0.282,20
12000,36,0.1262,402.14,C,10+ years,RENT,55000.0,Fully Paid,credit_card,17.56,0,0.95,22
2000,36,0.0749,62.21,A,3 years,RENT,40800.0,Fully Paid,vacation,9.03,0,0.266,12
6000,36,0.0788,187.69,A,10+ years,MORTGAGE,70000.0,Fully Paid,credit_card,19.59,0,0.537,19
28000,36,0.079,876.13,A,7 years,RENT,150000.0,Fully Paid,credit_card,2.38,0,0.216,13
19000,36,0.2198,725.43,E,8 years,MORTGAGE,62000.0,Charged Off,debt_consolidation,8.99,0,0.613,14
20000,36,0.1417,685.21,C,10+ years,MORTGAGE,115000.0,Charged Off,debt_consolidation,19.95,0,0.71699995,30
9800,36,0.0542,295.57,A,10+ years,MORTGAGE,140004.0,Fully Paid,credit_card,3.57,0,0.068,27
8000,36,0.1065,260.59,B,5 years,RENT,38000.0,Fully Paid,wedding,24.82,0,0.66300005,17
12000,36,0.1709,428.38,D,1 year,RENT,52000.0,Fully Paid,debt_consolidation,7.62,0,0.75,7
10625,36,0.1114,348.56,B,10+ years,OWN,33000.0,Fully Paid,debt_consolidation,26.87,1,0.737,24
12500,36,0.1299,421.12,B,10+ years,OWN,185000.0,Fully Paid,debt_consolidation,21.01,1,0.92,42
4000,36,0.060300004,121.75,A,6 years,MORTGAGE,75000.0,Fully Paid,home_improvement,0.8,0,0.021,18
14750,36,0.1099,482.83,B,2 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,17.21,0,0.34,46
13000,60,0.16290002,318.15,C,1 year,RENT,53000.0,Fully Paid,debt_consolidation,14.24,0,0.621,35
32000,36,0.121199995,1064.7,B,10+ years,MORTGAGE,100000.0,Fully Paid,credit_card,17.41,0,0.752,25
20000,36,0.1505,693.8,C,< 1 year,MORTGAGE,85000.0,Charged Off,debt_consolidation,27.73,3,0.65,20
12150,60,0.1903,315.38,D,10+ years,MORTGAGE,71000.0,Charged Off,credit_card,23.36,0,0.2,45
13000,36,0.060300004,395.67,A,10+ years,MORTGAGE,91000.0,Fully Paid,credit_card,17.46,0,0.47599998,25
23100,60,0.099300005,490.02,B,< 1 year,MORTGAGE,71940.0,Fully Paid,major_purchase,15.96,0,0.06,16
20000,36,0.1527,695.96,C,< 1 year,RENT,130000.0,Fully Paid,debt_consolidation,9.67,0,0.468,36
8675,60,0.1171,191.71,B,< 1 year,MORTGAGE,62000.0,Fully Paid,other,12.81,0,0.096999995,17
6000,36,0.0797,187.94,A,3 years,RENT,43000.0,Fully Paid,major_purchase,7.31,0,0.075,10
12375,60,0.22399999,344.61,E,1 year,MORTGAGE,53500.0,Fully Paid,debt_consolidation,16.24,0,0.613,13
10400,36,0.099300005,335.24,B,7 years,RENT,62000.0,Fully Paid,debt_consolidation,28.75,0,0.291,47
30000,36,0.1498,1039.67,C,9 years,OWN,320000.0,Charged Off,home_improvement,7.37,2,0.32099998,31
40000,60,0.0735,798.67,A,10+ years,MORTGAGE,90000.0,Fully Paid,home_improvement,2.72,0,0.018,37
15000,36,0.1311,506.21,B,10+ years,RENT,80000.0,Fully Paid,credit_card,19.68,1,0.879,34
21225,36,0.1602,746.42,C,8 years,MORTGAGE,350000.0,Fully Paid,small_business,5.08,2,0.322,14
10000,36,0.1065,325.74,B,8 years,OWN,42000.0,Fully Paid,debt_consolidation,5.31,0,0.295,17
7500,36,0.119899996,249.08,B,< 1 year,RENT,68000.0,Fully Paid,car,19.76,0,0.592,24
11500,60,0.1042,246.73,B,3 years,MORTGAGE,78000.0,Fully Paid,credit_card,28.13,0,0.255,42
35000,36,0.106400006,1139.9,B,10+ years,MORTGAGE,400000.0,Fully Paid,debt_consolidation,16.81,0,0.545,37
12375,36,0.1531,430.87,C,6 years,OWN,55161.0,Fully Paid,home_improvement,6.79,0,0.73800004,14
14000,60,0.2485,409.69,E,5 years,RENT,33000.0,Charged Off,debt_consolidation,27.45,0,0.819,5
15550,36,0.1155,513.15,B,6 years,MORTGAGE,49000.0,Fully Paid,other,22.65,0,0.44599998,22
36000,60,0.1505,857.39,C,10+ years,RENT,76000.0,Fully Paid,credit_card,48.84,0,0.157,25
7500,36,0.1727,268.41,C,2 years,MORTGAGE,32000.0,Fully Paid,debt_consolidation,16.13,0,0.382,27
7000,36,0.0579,212.29,A,5 years,RENT,48000.0,Fully Paid,credit_card,16.52,0,0.0,14
11500,36,0.1849,418.59,D,5 years,RENT,72500.0,Fully Paid,credit_card,15.81,1,0.706,21
7000,36,0.1433,240.37,C,7 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,20.31,0,0.665,28
8000,36,0.1262,268.09,C,9 years,MORTGAGE,90254.0,Fully Paid,credit_card,14.04,0,0.355,38
6800,36,0.1189,225.52,B,4 years,RENT,22704.0,Fully Paid,other,15.43,0,0.16600001,22
6000,36,0.1114,196.84,B,10+ years,MORTGAGE,99780.0,Fully Paid,vacation,18.63,0,0.699,36
22800,60,0.119899996,507.06,B,4 years,RENT,66000.0,Charged Off,debt_consolidation,14.78,0,0.66400003,16
10575,36,0.1311,356.88,B,4 years,OWN,36000.0,Fully Paid,debt_consolidation,33.9,0,0.72300005,43
9850,36,0.1727,352.51,C,6 years,MORTGAGE,52000.0,Fully Paid,other,8.08,0,0.229,15
10000,36,0.1114,328.06,B,1 year,MORTGAGE,72500.0,Fully Paid,debt_consolidation,20.44,0,0.53900003,10
3500,36,0.1262,117.29,C,3 years,RENT,39000.0,Fully Paid,debt_consolidation,10.12,0,0.25100002,15
8000,36,0.1505,277.52,C,,MORTGAGE,18000.0,Charged Off,home_improvement,17.53,0,0.48700002,10
5000,36,0.121199995,166.36,B,5 years,RENT,90000.0,Charged Off,credit_card,6.75,0,0.375,8
24000,60,0.1522,573.74,C,10+ years,MORTGAGE,92000.0,Charged Off,debt_consolidation,23.99,1,0.71699995,29
8000,36,0.0797,250.59,A,,RENT,26500.0,Fully Paid,debt_consolidation,12.27,0,0.219,20
1500,36,0.1417,51.4,C,7 years,RENT,28000.0,Fully Paid,home_improvement,22.24,0,0.41099998,25
6400,36,0.1262,214.48,C,3 years,MORTGAGE,65000.0,Fully Paid,credit_card,11.39,2,0.35599998,17
22800,60,0.2148,622.99,E,1 year,MORTGAGE,172000.0,Fully Paid,debt_consolidation,11.85,0,0.632,57
8000,36,0.121199995,266.18,B,2 years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,5.05,0,0.467,43
15000,36,0.1285,504.33,B,2 years,RENT,73000.0,Fully Paid,credit_card,7.13,0,0.301,33
4000,36,0.088999994,127.02,A,4 years,OWN,21000.0,Fully Paid,major_purchase,14.87,0,0.047,16
16000,36,0.121199995,532.35,B,1 year,RENT,75000.0,Fully Paid,debt_consolidation,17.95,0,0.806,29
10000,36,0.1379,340.76,C,1 year,RENT,55000.0,Fully Paid,wedding,19.83,0,0.29,11
18000,36,0.0797,563.81,A,7 years,MORTGAGE,140000.0,Fully Paid,debt_consolidation,21.31,0,0.45599997,26
10000,36,0.0991,322.25,B,6 years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,19.68,0,0.36900002,46
5600,36,0.1408,191.62,C,9 years,MORTGAGE,51000.0,Fully Paid,other,22.44,0,0.943,18
6000,36,0.1433,206.03,C,1 year,OWN,46000.0,Fully Paid,debt_consolidation,26.94,2,0.095,25
35000,60,0.2583,1044.4,G,10+ years,MORTGAGE,106000.0,Fully Paid,medical,12.1,0,0.6,17
19000,36,0.069699995,586.41,A,4 years,MORTGAGE,165000.0,Fully Paid,credit_card,10.11,0,0.315,41
15825,36,0.1359,537.72,C,,MORTGAGE,45012.0,Charged Off,debt_consolidation,15.41,0,0.527,15
24000,60,0.2016,638.0,G,9 years,MORTGAGE,78000.0,Charged Off,home_improvement,1.82,0,0.295,18
10200,36,0.060300004,310.45,A,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,10.1,0,0.42700002,31
8000,36,0.1435,274.79,C,10+ years,MORTGAGE,110000.0,Fully Paid,home_improvement,14.28,0,0.746,38
12700,36,0.1727,454.5,C,< 1 year,RENT,52000.0,Fully Paid,debt_consolidation,23.19,0,0.76199996,15
35000,60,0.25280002,1033.05,F,10+ years,RENT,125000.0,Charged Off,debt_consolidation,13.2,0,0.84400004,25
11000,36,0.1359,373.77,C,6 years,MORTGAGE,60000.0,Charged Off,debt_consolidation,24.76,0,0.626,42
32500,36,0.1433,1115.99,C,5 years,OWN,100000.0,Fully Paid,debt_consolidation,9.23,0,0.829,12
5000,36,0.119899996,166.05,B,2 years,RENT,45000.0,Fully Paid,credit_card,20.66,0,0.85300004,14
18000,60,0.1891,466.04,F,3 years,RENT,51000.0,Fully Paid,other,19.72,0,0.725,17
10000,36,0.0714,309.42,A,< 1 year,MORTGAGE,90000.0,Fully Paid,major_purchase,7.55,0,0.143,12
5000,36,0.119899996,166.05,B,5 years,MORTGAGE,32000.0,Fully Paid,debt_consolidation,15.08,5,0.692,30
35000,60,0.2333,993.32,F,4 years,MORTGAGE,85000.0,Charged Off,home_improvement,20.8,0,0.90800005,17
13225,36,0.121199995,440.02,B,4 years,RENT,55000.0,Charged Off,debt_consolidation,25.04,0,0.45400003,32
15000,36,0.0967,481.69,B,10+ years,RENT,72000.0,Fully Paid,credit_card,12.0,0,0.655,21
25200,60,0.1602,613.09,C,,MORTGAGE,0.0,Fully Paid,credit_card,-2.0,0,0.616,17
16900,36,0.23879999,661.98,E,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,24.82,0,0.97099996,14
10500,60,0.2599,314.32,G,6 years,RENT,126360.0,Fully Paid,small_business,1.7,0,0.234,9
10000,60,0.2872,315.72,F,3 years,RENT,67250.0,Fully Paid,debt_consolidation,14.26,0,0.964,40
3975,60,0.16290002,97.28,C,10+ years,MORTGAGE,102000.0,Fully Paid,car,18.05,0,0.84,18
12300,36,0.1285,413.55,B,,MORTGAGE,46000.0,Fully Paid,credit_card,13.42,0,0.934,12
28000,36,0.088999994,889.09,A,5 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,13.0,0,0.546,24
8000,36,0.16770001,284.31,D,6 years,RENT,40000.0,Charged Off,debt_consolidation,19.89,0,0.739,23
40000,60,0.1505,952.65,C,2 years,RENT,150000.0,Charged Off,credit_card,16.11,0,0.58599997,32
16000,60,0.1528,383.0,D,10+ years,MORTGAGE,36077.28,Fully Paid,debt_consolidation,15.33,0,0.598,25
15500,36,0.0672,476.62,A,6 years,RENT,43000.0,Fully Paid,credit_card,29.28,0,0.045,28
7750,36,0.1433,266.13,C,5 years,RENT,28000.0,Fully Paid,debt_consolidation,31.03,0,0.42099997,17
6050,36,0.1433,207.75,C,10+ years,RENT,78000.0,Fully Paid,debt_consolidation,3.25,0,0.204,33
10000,36,0.1433,343.39,C,5 years,RENT,35000.0,Fully Paid,credit_card,32.67,0,0.59099996,28
7200,36,0.0729,223.28,A,5 years,MORTGAGE,44000.0,Fully Paid,debt_consolidation,11.1,0,0.36900002,25
12000,36,0.1016,388.11,B,6 years,MORTGAGE,81000.0,Fully Paid,credit_card,16.59,0,0.799,26
13500,60,0.1433,316.44,C,,MORTGAGE,44300.0,Fully Paid,credit_card,20.15,0,0.354,33
3000,36,0.099300005,96.71,B,4 years,MORTGAGE,70000.0,Fully Paid,other,26.54,0,0.618,16
28000,36,0.079,876.13,A,< 1 year,MORTGAGE,240000.0,Charged Off,debt_consolidation,19.59,3,0.495,40
32350,60,0.2174,888.7,F,10+ years,MORTGAGE,91000.0,Charged Off,home_improvement,21.3,0,0.409,42
20000,60,0.3094,658.67,G,10+ years,OWN,55000.0,Fully Paid,debt_consolidation,36.16,1,0.72400004,18
8000,36,0.094399996,256.04,B,2 years,MORTGAGE,56000.0,Fully Paid,other,12.86,0,0.569,31
33600,60,0.1505,800.23,C,7 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,16.71,0,0.532,24
8000,36,0.1505,277.52,C,4 years,RENT,49000.0,Fully Paid,credit_card,24.17,0,0.65800005,26
9000,36,0.0859,284.5,A,6 years,MORTGAGE,75000.0,Fully Paid,major_purchase,4.83,0,0.091000006,21
9000,36,0.1496,311.82,D,3 years,RENT,42600.0,Fully Paid,debt_consolidation,4.82,0,0.88699996,17
20000,60,0.245,581.18,F,1 year,RENT,57120.0,Charged Off,debt_consolidation,15.74,0,0.85400003,20
14050,36,0.23879999,550.34,E,10+ years,OWN,33500.0,Charged Off,home_improvement,9.39,1,0.317,13
2200,36,0.1091,71.94,B,,MORTGAGE,30000.0,Fully Paid,car,25.48,0,0.28100002,16
4000,36,0.2031,149.29,D,8 years,MORTGAGE,50000.0,Fully Paid,other,18.14,0,0.82,11
18000,36,0.118599996,596.66,B,10+ years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,7.88,1,0.117,52
3000,36,0.21,113.03,E,4 years,RENT,90000.0,Fully Paid,medical,15.85,2,0.33900002,41
20000,60,0.1262,451.19,C,3 years,MORTGAGE,96000.0,Charged Off,debt_consolidation,13.65,0,0.75699997,21
9200,36,0.12979999,309.9,C,10+ years,RENT,62000.0,Fully Paid,debt_consolidation,21.91,0,0.254,28
20000,36,0.1505,693.8,C,4 years,RENT,75000.0,Fully Paid,debt_consolidation,32.61,2,0.466,29
28000,60,0.1875,722.49,D,8 years,OWN,89000.0,Fully Paid,debt_consolidation,32.94,0,0.41900003,36
18000,36,0.1311,607.45,B,10+ years,OWN,41000.0,Charged Off,credit_card,17.97,0,0.45900002,13
35000,60,0.1399,814.21,C,< 1 year,MORTGAGE,170000.0,Fully Paid,debt_consolidation,15.06,0,0.216,41
12000,36,0.121199995,399.26,B,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,9.22,0,0.41599998,26
15000,36,0.060300004,456.54,A,< 1 year,RENT,125000.0,Fully Paid,credit_card,5.0,0,0.016,22
20000,36,0.1311,674.94,B,10+ years,RENT,80000.0,Fully Paid,debt_consolidation,14.94,0,0.619,23
7100,36,0.21700001,270.06,E,1 year,OWN,52750.0,Fully Paid,other,23.32,0,0.931,18
10000,36,0.106400006,325.69,B,4 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,12.51,0,0.786,10
10750,36,0.121199995,357.68,B,8 years,RENT,31500.0,Charged Off,debt_consolidation,10.9,0,0.496,10
10000,36,0.1348,339.25,C,10+ years,RENT,41300.0,Fully Paid,debt_consolidation,13.8,0,0.742,16
3000,36,0.079,93.88,A,< 1 year,RENT,32000.0,Fully Paid,debt_consolidation,11.81,0,0.325,15
6250,36,0.1875,228.32,D,2 years,RENT,85000.0,Fully Paid,debt_consolidation,9.43,0,0.806,16
10000,60,0.1359,230.57,C,5 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,21.79,0,0.525,21
18000,36,0.099300005,580.22,B,3 years,MORTGAGE,80304.0,Fully Paid,home_improvement,4.3,0,0.216,38
6000,36,0.121199995,199.63,B,6 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,15.19,0,0.27899998,11
35000,36,0.16780001,1244.02,C,10+ years,MORTGAGE,115000.0,Fully Paid,debt_consolidation,18.54,0,0.622,27
6075,36,0.088999994,192.91,A,< 1 year,RENT,22000.0,Fully Paid,debt_consolidation,20.73,0,0.38099998,30
6500,36,0.1311,219.36,B,10+ years,MORTGAGE,37500.0,Fully Paid,debt_consolidation,19.94,0,0.491,30
16000,60,0.1709,398.42,D,2 years,RENT,120000.0,Fully Paid,debt_consolidation,34.6,0,0.669,64
2000,36,0.1408,68.44,C,10+ years,OWN,65000.0,Fully Paid,medical,22.4,0,0.96,11
2800,36,0.1099,91.66,B,2 years,MORTGAGE,109000.0,Fully Paid,debt_consolidation,7.98,0,0.155,37
23000,36,0.121199995,765.25,B,9 years,MORTGAGE,76000.0,Fully Paid,debt_consolidation,15.72,0,0.432,39
8125,36,0.1531,282.9,C,3 years,RENT,100000.0,Fully Paid,debt_consolidation,13.46,0,0.96099997,31
6000,36,0.094399996,192.03,B,,MORTGAGE,50000.0,Fully Paid,debt_consolidation,30.39,0,0.18100001,28
6000,36,0.0749,186.61,A,10+ years,RENT,41124.0,Fully Paid,debt_consolidation,16.95,0,0.65300006,24
7000,36,0.1408,239.52,C,2 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,31.31,0,0.749,24
12000,60,0.1042,257.46,B,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,14.01,0,0.461,24
6000,36,0.1777,216.23,D,2 years,RENT,46000.0,Fully Paid,debt_consolidation,10.12,0,0.752,11
9450,36,0.1114,310.01,B,2 years,MORTGAGE,27000.0,Fully Paid,debt_consolidation,9.91,0,0.396,10
7000,36,0.1531,243.73,C,9 years,MORTGAGE,53500.0,Fully Paid,credit_card,19.62,0,0.48599997,28
22500,36,0.1042,730.46,B,< 1 year,MORTGAGE,34000.0,Fully Paid,credit_card,0.78,0,0.0,26
10000,36,0.121199995,332.72,B,9 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,15.0,0,0.60400003,30
21000,36,0.0762,654.39,A,4 years,MORTGAGE,110000.0,Fully Paid,credit_card,14.36,1,0.39900002,29
21000,36,0.094399996,672.11,B,10+ years,MORTGAGE,65000.0,Fully Paid,home_improvement,7.55,2,0.156,11
20000,36,0.18059999,723.66,D,3 years,OWN,144000.0,Fully Paid,home_improvement,5.17,1,0.274,11
1000,36,0.171,35.71,C,5 years,RENT,40000.0,Fully Paid,vacation,13.47,2,0.572,23
21250,36,0.1114,697.11,B,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,31.99,0,0.49400002,43
10000,36,0.119899996,332.1,B,10+ years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,17.49,0,0.65300006,32
14000,36,0.1602,492.34,C,3 years,RENT,58000.0,Fully Paid,debt_consolidation,14.96,0,0.294,12
18200,60,0.2198,502.46,E,7 years,MORTGAGE,51000.0,Fully Paid,debt_consolidation,21.98,0,0.879,24
7200,36,0.106400006,234.5,B,4 years,MORTGAGE,49800.0,Fully Paid,credit_card,11.73,0,0.69699997,19
5000,36,0.1311,168.74,B,< 1 year,RENT,57000.0,Fully Paid,debt_consolidation,14.48,0,0.894,4
25000,60,0.1903,648.93,D,3 years,MORTGAGE,170000.0,Charged Off,debt_consolidation,18.23,1,0.685,26
7500,36,0.1039,194.71,B,1 year,MORTGAGE,27000.0,Fully Paid,home_improvement,21.78,0,0.605,8
10400,36,0.0766,324.27,A,4 years,RENT,36000.0,Fully Paid,debt_consolidation,9.87,0,0.291,27
6000,36,0.060300004,182.62,A,,OWN,30000.0,Fully Paid,credit_card,22.48,0,0.134,39
15000,36,0.1091,490.45,B,,OWN,72000.0,Fully Paid,debt_consolidation,20.1,0,0.428,41
18000,60,0.1727,449.97,C,2 years,MORTGAGE,48000.0,Charged Off,house,15.08,0,0.683,14
19000,36,0.1114,623.3,B,5 years,OWN,64000.0,Fully Paid,debt_consolidation,25.58,0,0.86800003,26
35000,60,0.094399996,734.04,B,10+ years,OWN,120000.0,Fully Paid,debt_consolidation,23.89,0,0.023,20
18800,36,0.0762,585.84,A,1 year,RENT,60000.0,Fully Paid,debt_consolidation,8.44,0,0.098000005,11
21000,36,0.086,663.9,A,10+ years,OWN,48000.0,Fully Paid,credit_card,12.18,0,0.593,23
9000,36,0.0999,290.37,B,10+ years,MORTGAGE,51000.0,Fully Paid,debt_consolidation,2.59,0,0.495,26
20000,60,0.2383,573.39,F,10+ years,MORTGAGE,56000.0,Charged Off,debt_consolidation,20.44,0,0.879,25
5000,36,0.079,156.46,A,10+ years,MORTGAGE,73000.0,Fully Paid,home_improvement,21.79,0,0.636,32
20000,36,0.099300005,644.69,B,10+ years,MORTGAGE,185000.0,Fully Paid,debt_consolidation,29.75,0,0.851,10
8000,36,0.079,250.33,A,7 years,RENT,99000.0,Fully Paid,credit_card,7.65,0,0.605,14
21000,36,0.1099,687.42,B,5 years,OWN,152000.0,Fully Paid,debt_consolidation,14.76,0,0.67300004,27
32875,36,0.231,1274.3,E,10+ years,MORTGAGE,175000.0,Fully Paid,debt_consolidation,7.8,0,0.71099997,26
6000,36,0.099300005,193.41,B,2 years,MORTGAGE,88000.0,Fully Paid,credit_card,20.59,0,0.614,40
16000,36,0.1409,547.55,B,,MORTGAGE,42168.0,Fully Paid,debt_consolidation,27.49,0,0.856,20
20000,60,0.1311,456.19,B,6 years,MORTGAGE,42000.0,Charged Off,debt_consolidation,17.83,0,0.156,33
10000,36,0.066199996,307.04,A,2 years,MORTGAGE,35000.0,Fully Paid,debt_consolidation,8.64,1,0.257,16
6000,36,0.1359,203.88,C,1 year,RENT,30000.0,Charged Off,debt_consolidation,19.68,0,0.888,6
12000,60,0.202,319.27,D,2 years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,8.01,0,0.455,24
8000,36,0.0608,243.67,A,5 years,RENT,63000.0,Charged Off,credit_card,16.95,0,0.2,15
12000,36,0.0721,371.68,A,10+ years,RENT,36281.0,Fully Paid,house,3.11,0,0.0,29
5000,60,0.19520001,131.14,D,7 years,RENT,42500.0,Fully Paid,other,16.63,0,0.48700002,33
4950,36,0.1311,167.05,B,,RENT,17616.0,Charged Off,debt_consolidation,24.02,1,0.45299998,20
16000,60,0.1602,389.26,C,< 1 year,RENT,60000.0,Charged Off,debt_consolidation,10.94,0,0.0,13
16600,60,0.158,401.92,C,10+ years,MORTGAGE,68000.0,Fully Paid,debt_consolidation,14.7,0,0.821,19
2000,36,0.0932,63.9,A,5 years,RENT,56496.0,Fully Paid,major_purchase,5.71,0,0.004,13
17475,36,0.106400006,569.14,B,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,23.11,0,0.472,58
5500,36,0.1016,177.89,B,7 years,RENT,43000.0,Fully Paid,home_improvement,32.26,0,0.775,35
20000,36,0.16290002,706.01,C,3 years,RENT,72800.0,Fully Paid,wedding,7.67,2,0.229,19
25000,60,0.21149999,678.45,E,7 years,MORTGAGE,61800.0,Fully Paid,debt_consolidation,22.93,0,0.77800006,42
20400,60,0.1149,448.55,B,10+ years,MORTGAGE,44400.0,Fully Paid,home_improvement,7.14,0,0.056999996,31
10000,36,0.1114,328.06,B,8 years,RENT,55000.0,Charged Off,small_business,23.65,0,0.814,17
11475,36,0.1602,403.55,C,,MORTGAGE,28728.0,Fully Paid,home_improvement,5.67,0,0.139,26
12000,36,0.1099,392.81,B,7 years,OWN,55000.0,Fully Paid,credit_card,11.3,0,0.44,20
24000,60,0.119899996,533.75,B,10+ years,MORTGAGE,234000.0,Fully Paid,credit_card,24.63,0,0.621,69
5000,36,0.1359,169.9,C,10+ years,OWN,67000.0,Charged Off,debt_consolidation,17.66,0,0.559,19
4800,36,0.143,164.76,C,5 years,OWN,52250.0,Charged Off,debt_consolidation,15.87,0,0.76,12
15000,60,0.1505,357.25,C,2 years,MORTGAGE,47950.4,Fully Paid,debt_consolidation,10.34,0,0.625,14
10000,36,0.0735,310.38,A,1 year,RENT,55000.0,Fully Paid,major_purchase,1.07,0,0.32900003,3
3700,36,0.1505,128.36,C,7 years,RENT,58000.0,Fully Paid,debt_consolidation,24.5,1,0.61,27
19150,36,0.119899996,635.97,B,1 year,RENT,65000.0,Fully Paid,other,20.03,1,0.19399999,19
20000,36,0.1311,674.94,B,2 years,MORTGAGE,100000.0,Fully Paid,credit_card,6.76,0,0.6,6
12500,36,0.121199995,415.9,B,2 years,RENT,55000.0,Charged Off,debt_consolidation,29.37,0,0.542,19
20275,36,0.2,753.5,D,9 years,MORTGAGE,120000.0,Charged Off,debt_consolidation,20.19,0,0.5,28
7700,36,0.099300005,248.21,B,,OWN,13812.0,Fully Paid,credit_card,27.28,0,0.204,19
6000,36,0.21149999,226.52,E,2 years,MORTGAGE,43000.0,Charged Off,medical,12.73,0,0.33,10
15000,36,0.079,469.36,A,10+ years,MORTGAGE,67815.33,Fully Paid,debt_consolidation,12.16,0,0.574,22
6000,36,0.0797,187.94,A,1 year,OWN,72200.0,Fully Paid,credit_card,16.89,0,0.256,16
15000,60,0.1709,373.52,D,10+ years,OWN,45000.0,Fully Paid,debt_consolidation,32.29,0,0.0,43
12000,36,0.1099,392.81,B,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,5.28,0,0.636,17
